id,created_at,vehicle_model,issue,status,completed_at,month
T000990,2024-03-30,E-Sports GT,Software update required,completed,2024-04-05,2024-03
T000991,2024-03-30,E-Sports GT,Charging port not working,in_progress,,2024-03
T000992,2024-03-30,E-Sports GT,Battery range reduced,in_progress,,2024-03
T000993,2024-03-31,E-Sedan Pro,General maintenance,open,,2024-03
T000994,2024-03-31,E-Truck Power,Motor performance issue,in_progress,,2024-03
T000995,2024-03-31,E-Sports GT,Tire replacement needed,completed,2024-04-03,2024-03
T000996,2024-04-01,E-SUV Elite,Suspension noise,completed,2024-04-06,2024-04
T000997,2024-04-01,E-Truck Power,General maintenance,in_progress,,2024-04
T000998,2024-04-01,E-Compact City,Motor performance issue,completed,2024-04-02,2024-04
T000999,2024-04-02,E-SUV Elite,Motor performance issue,completed,2024-04-05,2024-04
T001000,2024-04-02,E-Truck Power,Battery range reduced,in_progress,,2024-04
T001001,2024-04-02,E-Truck Power,Display console malfunction,in_progress,,2024-04
T001002,2024-04-03,E-Sports GT,Brake system check,completed,2024-04-09,2024-04
T001003,2024-04-03,E-Sports GT,Brake system check,open,,2024-04
T001004,2024-04-03,E-Compact City,Brake system check,completed,2024-04-04,2024-04
T001005,2024-04-04,E-Sports GT,Tire replacement needed,completed,2024-04-08,2024-04
T001006,2024-04-04,E-SUV Elite,Suspension noise,completed,2024-04-10,2024-04
T001007,2024-04-04,E-SUV Elite,Tire replacement needed,open,,2024-04
T001008,2024-04-05,E-Sports GT,Brake system check,in_progress,,2024-04
T001009,2024-04-05,E-Sports GT,Display console malfunction,in_progress,,2024-04
T001010,2024-04-06,E-Sedan Pro,Motor performance issue,open,,2024-04
T001011,2024-04-07,E-Truck Power,Suspension noise,completed,2024-04-12,2024-04
T001012,2024-04-07,E-Sports GT,Display console malfunction,open,,2024-04
T001013,2024-04-07,E-SUV Elite,Motor performance issue,completed,2024-04-11,2024-04
T001014,2024-04-07,E-Sports GT,Tire replacement needed,open,,2024-04
T001015,2024-04-09,E-Sedan Pro,Brake system check,in_progress,,2024-04
T001016,2024-04-10,E-Sedan Pro,Brake system check,completed,2024-04-15,2024-04
T001017,2024-04-10,E-Sports GT,Display console malfunction,open,,2024-04
T001018,2024-04-10,E-Sedan Pro,Charging port not working,completed,2024-04-11,2024-04
T001019,2024-04-10,E-Sedan Pro,Brake system check,completed,2024-04-16,2024-04
T001020,2024-04-11,E-Sedan Pro,Charging port not working,in_progress,,2024-04
T001021,2024-04-11,E-SUV Elite,Battery range reduced,completed,2024-04-14,2024-04
T001022,2024-04-12,E-Compact City,Software update required,in_progress,,2024-04
T001023,2024-04-12,E-Sedan Pro,Tire replacement needed,open,,2024-04
T001024,2024-04-13,E-Sports GT,Battery range reduced,completed,2024-04-19,2024-04
T001025,2024-04-13,E-Sports GT,Brake system check,open,,2024-04
T001026,2024-04-14,E-Sedan Pro,Climate control fault,open,,2024-04
T001027,2024-04-15,E-SUV Elite,Battery range reduced,completed,2024-04-21,2024-04
T001028,2024-04-15,E-Sports GT,Charging port not working,completed,2024-04-17,2024-04
T001029,2024-04-15,E-Truck Power,Brake system check,in_progress,,2024-04
T001030,2024-04-16,E-Sports GT,General maintenance,open,,2024-04
T001031,2024-04-16,E-SUV Elite,General maintenance,completed,2024-04-22,2024-04
T001032,2024-04-16,E-Sedan Pro,Tire replacement needed,in_progress,,2024-04
T001033,2024-04-16,E-Truck Power,Display console malfunction,open,,2024-04
T001034,2024-04-16,E-Truck Power,Charging port not working,in_progress,,2024-04
T001035,2024-04-16,E-Truck Power,Charging port not working,in_progress,,2024-04
T001036,2024-04-16,E-Sports GT,Climate control fault,completed,2024-04-19,2024-04
T001037,2024-04-17,E-Compact City,Software update required,open,,2024-04
T001038,2024-04-17,E-SUV Elite,Tire replacement needed,completed,2024-04-23,2024-04
T001039,2024-04-17,E-Compact City,General maintenance,in_progress,,2024-04
T001040,2024-04-18,E-Compact City,Motor performance issue,completed,2024-04-23,2024-04
T001041,2024-04-18,E-Truck Power,Suspension noise,completed,2024-04-20,2024-04
T001042,2024-04-18,E-SUV Elite,Charging port not working,completed,2024-04-19,2024-04
T001043,2024-04-18,E-Sedan Pro,Motor performance issue,completed,2024-04-24,2024-04
T001044,2024-04-18,E-Compact City,Suspension noise,completed,2024-04-22,2024-04
T001045,2024-04-18,E-Sedan Pro,Charging port not working,completed,2024-04-22,2024-04
T001046,2024-04-19,E-Sedan Pro,Battery range reduced,completed,2024-04-22,2024-04
T001047,2024-04-19,E-SUV Elite,Tire replacement needed,completed,2024-04-23,2024-04
T001048,2024-04-19,E-SUV Elite,Climate control fault,in_progress,,2024-04
T001049,2024-04-19,E-Compact City,Battery range reduced,in_progress,,2024-04
T001050,2024-04-19,E-SUV Elite,Brake system check,in_progress,,2024-04
T001051,2024-04-19,E-Truck Power,Motor performance issue,completed,2024-04-21,2024-04
T001052,2024-04-20,E-Truck Power,Charging port not working,in_progress,,2024-04
T001053,2024-04-20,E-Truck Power,Tire replacement needed,completed,2024-04-23,2024-04
T001054,2024-04-20,E-Sports GT,Motor performance issue,completed,2024-04-24,2024-04
T001055,2024-04-21,E-SUV Elite,Charging port not working,completed,2024-04-26,2024-04
T001056,2024-04-21,E-Truck Power,Display console malfunction,open,,2024-04
T001057,2024-04-22,E-Compact City,General maintenance,open,,2024-04
T001058,2024-04-22,E-Truck Power,Suspension noise,open,,2024-04
T001059,2024-04-22,E-Sedan Pro,Charging port not working,open,,2024-04
T001060,2024-04-23,E-Truck Power,General maintenance,completed,2024-04-28,2024-04
T001061,2024-04-23,E-Compact City,General maintenance,in_progress,,2024-04
T001062,2024-04-23,E-Truck Power,Software update required,completed,2024-04-26,2024-04
T001063,2024-04-23,E-Compact City,Motor performance issue,in_progress,,2024-04
T001064,2024-04-23,E-Compact City,Display console malfunction,completed,2024-04-24,2024-04
T001065,2024-04-24,E-SUV Elite,Display console malfunction,completed,2024-04-25,2024-04
T001066,2024-04-24,E-SUV Elite,General maintenance,open,,2024-04
T001067,2024-04-24,E-Sedan Pro,Software update required,completed,2024-04-30,2024-04
T001068,2024-04-24,E-Sedan Pro,Charging port not working,completed,2024-04-25,2024-04
T001069,2024-04-25,E-Truck Power,Display console malfunction,in_progress,,2024-04
T001070,2024-04-25,E-SUV Elite,Software update required,completed,2024-05-01,2024-04
T001071,2024-04-26,E-SUV Elite,Battery range reduced,open,,2024-04
T001072,2024-04-26,E-SUV Elite,Display console malfunction,completed,2024-04-28,2024-04
T001073,2024-04-27,E-Sedan Pro,Motor performance issue,completed,2024-04-29,2024-04
T001074,2024-04-28,E-Sports GT,Climate control fault,in_progress,,2024-04
T001075,2024-04-28,E-Truck Power,Tire replacement needed,completed,2024-04-30,2024-04
T001076,2024-04-28,E-Compact City,Motor performance issue,in_progress,,2024-04
T001077,2024-04-28,E-Sedan Pro,Tire replacement needed,completed,2024-05-03,2024-04
T001078,2024-04-28,E-SUV Elite,Display console malfunction,in_progress,,2024-04
T001079,2024-04-28,E-Sports GT,Tire replacement needed,completed,2024-05-04,2024-04
T001080,2024-04-29,E-Compact City,General maintenance,completed,2024-05-01,2024-04
T001081,2024-04-29,E-Sports GT,Motor performance issue,completed,2024-05-03,2024-04
T001082,2024-04-30,E-Sports GT,General maintenance,completed,2024-05-01,2024-04
T001083,2024-04-30,E-Truck Power,Climate control fault,in_progress,,2024-04
T001084,2024-04-30,E-SUV Elite,General maintenance,in_progress,,2024-04
T001085,2024-04-30,E-Sedan Pro,Display console malfunction,in_progress,,2024-04
T001086,2024-04-30,E-Truck Power,Charging port not working,in_progress,,2024-04
T001087,2024-05-01,E-SUV Elite,General maintenance,open,,2024-05
T001088,2024-05-01,E-Sports GT,Display console malfunction,in_progress,,2024-05
T001089,2024-05-02,E-Truck Power,Suspension noise,completed,2024-05-03,2024-05
T001090,2024-05-02,E-SUV Elite,General maintenance,completed,2024-05-06,2024-05
T001091,2024-05-02,E-Sedan Pro,Suspension noise,in_progress,,2024-05
T001092,2024-05-02,E-Compact City,Software update required,in_progress,,2024-05
T001093,2024-05-02,E-SUV Elite,Climate control fault,completed,2024-05-05,2024-05
T001094,2024-05-04,E-Sedan Pro,Charging port not working,completed,2024-05-05,2024-05
T001095,2024-05-04,E-Sports GT,Battery range reduced,completed,2024-05-06,2024-05
T001096,2024-05-04,E-Sedan Pro,General maintenance,completed,2024-05-10,2024-05
T001097,2024-05-05,E-Sports GT,Charging port not working,in_progress,,2024-05
T001098,2024-05-05,E-Sedan Pro,Climate control fault,open,,2024-05
T001099,2024-05-05,E-Truck Power,Battery range reduced,in_progress,,2024-05
T001100,2024-05-05,E-Sedan Pro,Tire replacement needed,completed,2024-05-09,2024-05
T001101,2024-05-05,E-Sports GT,General maintenance,completed,2024-05-06,2024-05
T001102,2024-05-06,E-Sports GT,Climate control fault,completed,2024-05-10,2024-05
T001103,2024-05-06,E-Sports GT,Suspension noise,in_progress,,2024-05
T001104,2024-05-06,E-Sedan Pro,Suspension noise,completed,2024-05-10,2024-05
T001105,2024-05-07,E-Sports GT,Display console malfunction,completed,2024-05-11,2024-05
T001106,2024-05-07,E-SUV Elite,General maintenance,completed,2024-05-13,2024-05
T001107,2024-05-07,E-Truck Power,Brake system check,in_progress,,2024-05
T001108,2024-05-07,E-Sedan Pro,Suspension noise,completed,2024-05-10,2024-05
T001109,2024-05-08,E-Compact City,Software update required,in_progress,,2024-05
T001110,2024-05-08,E-Truck Power,Brake system check,completed,2024-05-11,2024-05
T001111,2024-05-08,E-SUV Elite,Charging port not working,completed,2024-05-09,2024-05
T001112,2024-05-09,E-Compact City,Brake system check,completed,2024-05-14,2024-05
T001113,2024-05-09,E-Sports GT,Motor performance issue,in_progress,,2024-05
T001114,2024-05-09,E-Sedan Pro,Display console malfunction,completed,2024-05-10,2024-05
T001115,2024-05-09,E-Truck Power,Software update required,open,,2024-05
T001116,2024-05-10,E-Sedan Pro,Tire replacement needed,in_progress,,2024-05
T001117,2024-05-10,E-Sedan Pro,Software update required,in_progress,,2024-05
T001118,2024-05-10,E-Truck Power,Charging port not working,completed,2024-05-12,2024-05
T001119,2024-05-11,E-Truck Power,Suspension noise,completed,2024-05-15,2024-05
T001120,2024-05-11,E-Sedan Pro,General maintenance,open,,2024-05
T001121,2024-05-11,E-SUV Elite,Tire replacement needed,open,,2024-05
T001122,2024-05-12,E-SUV Elite,Tire replacement needed,completed,2024-05-18,2024-05
T001123,2024-05-12,E-SUV Elite,Charging port not working,in_progress,,2024-05
T001124,2024-05-12,E-Sports GT,Charging port not working,completed,2024-05-13,2024-05
T001125,2024-05-12,E-Compact City,Motor performance issue,in_progress,,2024-05
T001126,2024-05-13,E-SUV Elite,Climate control fault,completed,2024-05-17,2024-05
T001127,2024-05-13,E-Compact City,Charging port not working,completed,2024-05-17,2024-05
T001128,2024-05-13,E-Sedan Pro,Motor performance issue,in_progress,,2024-05
T001129,2024-05-14,E-Compact City,Charging port not working,open,,2024-05
T001130,2024-05-14,E-Sedan Pro,Tire replacement needed,in_progress,,2024-05
T001131,2024-05-15,E-Sports GT,Charging port not working,open,,2024-05
T001132,2024-05-15,E-Compact City,Software update required,in_progress,,2024-05
T001133,2024-05-16,E-Sports GT,Display console malfunction,completed,2024-05-20,2024-05
T001134,2024-05-16,E-Truck Power,Battery range reduced,completed,2024-05-17,2024-05
T001135,2024-05-16,E-Sports GT,Battery range reduced,completed,2024-05-20,2024-05
T001136,2024-05-16,E-SUV Elite,Software update required,completed,2024-05-19,2024-05
T001137,2024-05-17,E-SUV Elite,Suspension noise,completed,2024-05-23,2024-05
T001138,2024-05-17,E-Sports GT,Suspension noise,completed,2024-05-23,2024-05
T001139,2024-05-17,E-Compact City,General maintenance,completed,2024-05-19,2024-05
T001140,2024-05-19,E-Sedan Pro,Charging port not working,completed,2024-05-23,2024-05
T001141,2024-05-20,E-Sedan Pro,Brake system check,open,,2024-05
T001142,2024-05-20,E-Sedan Pro,Tire replacement needed,completed,2024-05-22,2024-05
T001143,2024-05-20,E-Compact City,Display console malfunction,in_progress,,2024-05
T001144,2024-05-20,E-Truck Power,General maintenance,completed,2024-05-26,2024-05
T001145,2024-05-21,E-Sedan Pro,Climate control fault,completed,2024-05-24,2024-05
T001146,2024-05-21,E-Truck Power,Brake system check,completed,2024-05-23,2024-05
T001147,2024-05-22,E-Sedan Pro,Motor performance issue,completed,2024-05-23,2024-05
T001148,2024-05-22,E-Truck Power,Brake system check,completed,2024-05-25,2024-05
T001149,2024-05-22,E-Compact City,Suspension noise,open,,2024-05
T001150,2024-05-22,E-Sports GT,Software update required,completed,2024-05-24,2024-05
T001151,2024-05-22,E-Compact City,Suspension noise,completed,2024-05-26,2024-05
T001152,2024-05-22,E-Truck Power,Software update required,in_progress,,2024-05
T001153,2024-05-23,E-Sedan Pro,Brake system check,open,,2024-05
T001154,2024-05-23,E-Truck Power,Battery range reduced,open,,2024-05
T001155,2024-05-23,E-Sedan Pro,Tire replacement needed,completed,2024-05-24,2024-05
T001156,2024-05-23,E-Truck Power,Suspension noise,open,,2024-05
T001157,2024-05-23,E-Compact City,General maintenance,in_progress,,2024-05
T001158,2024-05-23,E-SUV Elite,General maintenance,completed,2024-05-26,2024-05
T001159,2024-05-24,E-SUV Elite,Climate control fault,in_progress,,2024-05
T001160,2024-05-24,E-Truck Power,Motor performance issue,in_progress,,2024-05
T001161,2024-05-25,E-Sedan Pro,Display console malfunction,in_progress,,2024-05
T001162,2024-05-26,E-Sedan Pro,Tire replacement needed,completed,2024-06-01,2024-05
T001163,2024-05-27,E-Truck Power,Suspension noise,completed,2024-06-02,2024-05
T001164,2024-05-27,E-Compact City,Motor performance issue,in_progress,,2024-05
T001165,2024-05-27,E-Sedan Pro,Charging port not working,completed,2024-06-01,2024-05
T001166,2024-05-27,E-Sedan Pro,Brake system check,in_progress,,2024-05
T001167,2024-05-27,E-Truck Power,Tire replacement needed,in_progress,,2024-05
T001168,2024-05-28,E-Sports GT,Brake system check,in_progress,,2024-05
T001169,2024-05-28,E-Sports GT,Software update required,completed,2024-06-02,2024-05
T001170,2024-05-28,E-Compact City,Charging port not working,completed,2024-06-02,2024-05
T001171,2024-05-28,E-Sports GT,Software update required,open,,2024-05
T001172,2024-05-28,E-Truck Power,Brake system check,in_progress,,2024-05
T001173,2024-05-29,E-Sports GT,Display console malfunction,in_progress,,2024-05
T001174,2024-05-29,E-Compact City,Motor performance issue,completed,2024-06-01,2024-05
T001175,2024-05-29,E-Sports GT,Battery range reduced,open,,2024-05
T001176,2024-05-29,E-Sports GT,Motor performance issue,in_progress,,2024-05
T001177,2024-05-30,E-Truck Power,Tire replacement needed,in_progress,,2024-05
T001178,2024-05-30,E-SUV Elite,Display console malfunction,completed,2024-05-31,2024-05
T001179,2024-05-31,E-Sports GT,Charging port not working,in_progress,,2024-05
T001180,2024-05-31,E-Sports GT,Charging port not working,in_progress,,2024-05
T001181,2024-05-31,E-SUV Elite,Battery range reduced,open,,2024-05
T001182,2024-05-31,E-Sedan Pro,Battery range reduced,completed,2024-06-02,2024-05
T001183,2024-05-31,E-SUV Elite,Tire replacement needed,completed,2024-06-04,2024-05
T001184,2024-05-31,E-Compact City,Charging port not working,completed,2024-06-06,2024-05
T001185,2024-06-01,E-Sedan Pro,Climate control fault,open,,2024-06
T001186,2024-06-01,E-Compact City,Climate control fault,completed,2024-06-06,2024-06
T001187,2024-06-01,E-Truck Power,Suspension noise,in_progress,,2024-06
T001188,2024-06-03,E-Truck Power,Motor performance issue,completed,2024-06-06,2024-06
T001189,2024-06-03,E-Sports GT,General maintenance,open,,2024-06
T001190,2024-06-04,E-Sedan Pro,Motor performance issue,completed,2024-06-05,2024-06
T001191,2024-06-04,E-Sports GT,General maintenance,completed,2024-06-10,2024-06
T001192,2024-06-05,E-Compact City,Battery range reduced,open,,2024-06
T001193,2024-06-05,E-Sports GT,General maintenance,in_progress,,2024-06
T001194,2024-06-05,E-Sports GT,Brake system check,completed,2024-06-09,2024-06
T001195,2024-06-05,E-Compact City,Battery range reduced,completed,2024-06-11,2024-06
T001196,2024-06-06,E-SUV Elite,Display console malfunction,completed,2024-06-12,2024-06
T001197,2024-06-06,E-Sports GT,Software update required,completed,2024-06-09,2024-06
T001198,2024-06-06,E-Truck Power,Tire replacement needed,in_progress,,2024-06
T001199,2024-06-07,E-Sedan Pro,Motor performance issue,completed,2024-06-10,2024-06
T001200,2024-06-07,E-Sports GT,Battery range reduced,in_progress,,2024-06
T001201,2024-06-07,E-Sports GT,General maintenance,completed,2024-06-09,2024-06
T001202,2024-06-07,E-SUV Elite,Tire replacement needed,completed,2024-06-09,2024-06
T001203,2024-06-08,E-Sedan Pro,Tire replacement needed,completed,2024-06-11,2024-06
T001204,2024-06-08,E-SUV Elite,Motor performance issue,open,,2024-06
T001205,2024-06-08,E-Sedan Pro,Software update required,completed,2024-06-11,2024-06
T001206,2024-06-09,E-Sedan Pro,General maintenance,in_progress,,2024-06
